SegmentID,speed0,update0,speed1,update1,speed2,update2,speed3,update3,speed4,update4,speed5,update5,speed6,update6,speed7,update7,speed8,update8,speed9,update9
1092,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0
1093,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0
1094,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0
1095,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0
1096,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0
1097,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0,-1,2010-07-21 14:51:04.0
1106,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0
1107,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0
1108,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0
1109,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0
1110,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0
1111,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0
1112,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0
1113,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0
1114,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0,-1,2010-07-21 14:51:05.0
1119,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0
1120,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0
1121,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0
1122,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0,-1,2010-07-21 14:51:06.0
1123,-1,2011-08-02 14:21:13.0,-1,2011-08-02 14:21:13.0,-1,2011-08-02 14:21:13.0,-1,2011-08-02 14:21:13.0,-1,2011-08-02 14:21:13.0,-1,2011-08-02 14:21:13.0,-1,2011-08-02 14:21:13.0,-1,2011-08-02 14:21:13.0,-1,2011-08-02 14:21:13.0,-1,2011-08-02 14:21:13.0
1128,-1,2010-07-21 14:50:55.0,-1,2010-07-21 14:50:55.0,-1,2010-07-21 14:50:55.0,-1,2010-07-21 14:50:55.0,-1,2010-07-21 14:50:55.0,-1,2010-07-21 14:50:55.0,-1,2010-07-21 14:50:55.0,-1,2010-07-21 14:50:55.0,-1,2010-07-21 14:50:55.0,-1,2010-07-21 14:50:55.0
1129,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0
1130,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0,-1,2010-07-21 14:51:13.0
1131,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0,-1,2010-07-21 14:51:11.0
